id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date
818,Alberto Cardemil Herrera,acardemil,,Renovación Nacional,RN,,National Congress,2,,
30,Alberto Espina Otero,,,Renovación Nacional,RN,21,National Congress,2,,
933,Aldo Cornejo González,acornejo,,Partido Demócrata Cristiano,DC,13,National Congress,2,,
844,Alejandro García-Huidobro Sanfuentes,agarcia,,Unión de Centro Progresista,UCCP,,National Congress,2,,
195,Alejandro Navarro Brain,anavarro,,Partido Socialista,PS,,National Congress,2,,
912,Alfonso Vargas Lyng,avargas,,Renovación Nacional,RN,,National Congress,2,,
405,Andrés Allamand Zavala,,,Renovación Nacional,RN,,National Congress,2,,
410,Andrés Aylwin Azocar,,,Partido Demócrata Cristiano,DC,30,National Congress,2,,
424,Andrés Chadwick Piñera,,,Unión Demócrata Independiente,UDI,33,National Congress,2,,
83,Andrés Palma Irarrázaval,,,Partido Demócrata Cristiano,DC,25,National Congress,2,,
205,Aníbal Pérez Lobos,anibalpe,,Partido Por la Democracia,PPD,,National Congress,2,,
407,Armando Arancibia Calderón,,,Partido Socialista,PS,6,National Congress,2,,
178,Arturo Longton Guerrero,al,,Renovación Nacional,RN,12,National Congress,2,,
93,Baldo Prokuriça Prokuriça,,,Renovación Nacional,RN,6,National Congress,2,,
150,Camilo Escalona Medina,cescalona,,Partido Socialista,PS,27,National Congress,2,,
415,Carlos Bombal Otaegui,,,Unión Demócrata Independiente,UDI,22,National Congress,2,,
15,Carlos Caminondo Sáez,,,Renovación Nacional,RN,54,National Congress,2,,
417,Carlos Cantero Ojeda,,,Renovación Nacional,RN,3,National Congress,2,,
426,Carlos Dupré Silva,,,Partido Demócrata Cristiano,DC,20,National Congress,2,,
172,Carlos Ignacio Kuschel Silva,kuschel,,Renovación Nacional,RN,57,National Congress,2,,
870,Carlos Montes Cisternas,cmontes,,Partido Socialista,PS,26,National Congress,2,,
509,Carlos Valcarce Medina,,,Renovación Nacional,RN,1,National Congress,2,,
962,Carlos Vilches Guzmán,cvilches,,Renovación Nacional,RN,5,National Congress,2,,
805,Claudio Alvarado Andrade,alvarado,,Unión Demócrata Independiente,UDI,,National Congress,2,,
493,Claudio Rodríguez Cataldo,,,Renovación Nacional,RN,11,National Congress,2,,
175,Cristián Leay Morán,cleay,,Unión Demócrata Independiente,UDI,19,National Congress,2,,
884,Darío Paya Mira,dpaya,,Unión Demócrata Independiente,UDI,,National Congress,2,,
220,Edmundo Salas De La Fuente,esalas,,Partido Demócrata Cristiano,DC,45,National Congress,2,,
239,Edmundo Villouta Concha,villouta,,Partido Demócrata Cristiano,DC,48,National Congress,2,,
516,Erick Villegas González,,,Partido Demócrata Cristiano,DC,,National Congress,2,,
472,Eugenio Munizaga Rodríguez,,,Renovación Nacional,RN,7,National Congress,2,,
904,Eugenio Tuma Zedan,etuma,,Partido Por la Democracia,PPD,,National Congress,2,,
467,Evelyn Matthei Fornet,,,Unión Demócrata Independiente,UDI,23,National Congress,2,,
224,Exequiel Silva Ortiz,esilva,,Partido Demócrata Cristiano,DC,,National Congress,2,,
91,Fanny Pollarolo Villa,,,Partido Socialista,PS,,National Congress,2,,
177,Felipe Letelier Norambuena,felipe.letelier,,Partido Por la Democracia,PPD,,National Congress,2,,
111,Felipe Valenzuela Herrera,,,Partido Socialista,PS,4,National Congress,2,,
11,Francisco Bartolucci Johnston,,,Unión Demócrata Independiente,UDI,13,National Congress,2,,
132,Francisco Bayo Veloso,fbayo,,Renovación Nacional,RN,48,National Congress,2,,
832,Francisco Encina Moriamez,fencina,,Partido Socialista,PS,,National Congress,2,,
43,Francisco Huenchumilla Jaramillo,,,Partido Demócrata Cristiano,DC,50,National Congress,2,,
810,Gabriel Ascencio Mansilla,ascencio,,Partido Demócrata Cristiano,DC,,National Congress,2,,
158,Guido Girardi Lavín,ggirardi,,Partido Por la Democracia,PPD,,National Congress,2,,
819,Guillermo Ceroni Fuentes,gceroni,,Partido Por la Democracia,PPD,,National Congress,2,,
62,Gutenberg Martínez Ocamica,,,Partido Demócrata Cristiano,DC,21,National Congress,2,,
452,Harry Jürgensen Caesar,,,Renovación Nacional,RN,,National Congress,2,,
39,Homero Gutiérrez Román,,,Partido Demócrata Cristiano,DC,,National Congress,2,,
495,Hosain Sabag Castillo,,,Partido Demócrata Cristiano,DC,42,National Congress,2,,
520,Héctor Zambrano Opazo,,,Partido Demócrata Cristiano,DC,,National Congress,2,,
412,Ignacio Balbontín Arteaga,,,Partido Demócrata Cristiano,DC,,National Congress,2,,
119,Ignacio Walker Prieto,,,Partido Demócrata Cristiano,DC,,National Congress,2,,
804,Isabel Allende Bussi,iallende,,Partido Socialista,PS,,National Congress,2,,
504,Isidoro Tohá González,,,Partido Socialista,PS,41,National Congress,2,,
425,Iván De la Maza Maillet,,,Partido Demócrata Cristiano,DC,,National Congress,2,,
871,Iván Moreira Barros,imoreira,,Unión Demócrata Independiente,UDI,,National Congress,2,,
433,Jaime Estévez Valencia,,,Partido Socialista,PS,29,National Congress,2,,
74,Jaime Naranjo Ortiz,,,Partido Socialista,PS,39,National Congress,2,,
79,Jaime Orpis Bouchon,,,Unión Demócrata Independiente,UDI,25,National Congress,2,,
98,Jaime Rocha Manrique,,,Partido Radical Social Demócrata,PRSD,46,National Congress,2,,
84,Joaquín Palma Irarrázaval,,,Partido Demócrata Cristiano,DC,7,National Congress,2,,
497,Jorge Schaulsohn Brodsky,,,Partido Por la Democracia,PPD,22,National Congress,2,,
106,Jorge Soria Macchiavello,,,Partido Por la Democracia,PPD,,National Congress,2,,
906,Jorge Ulloa Aguillón,julloa,,Unión Demócrata Independiente,UDI,43,National Congress,2,,
155,José Antonio Galilea Vidaurre,jgalilea,,Renovación Nacional,RN,49,National Congress,2,,
514,José Antonio Viera-Gallo Quesney,,,Partido Socialista,PS,44,National Congress,2,,
35,José García Ruminot,,,Renovación Nacional,RN,50,National Congress,2,,
443,José Luis González Rodríguez,,,Partido Por la Democracia,PPD,,National Congress,2,,
463,José Makluf Campos,,,Partido Demócrata Cristiano,DC,,National Congress,2,,
448,José María Hurtado Ruiz-Tagle,,,Renovación Nacional,RN,35,National Congress,2,,
879,José Miguel Ortiz Novoa,jmortiz,,Partido Demócrata Cristiano,DC,44,National Congress,2,,
19,Juan Antonio Coloma Correa,,,Unión Demócrata Independiente,UDI,31,National Congress,2,,
858,Juan Carlos Latorre Carmona,jclatorre,,Partido Demócrata Cristiano,DC,35,National Congress,2,,
503,Juan Enrique Taladriz García,,,Renovación Nacional,RN,53,National Congress,2,,
864,Juan Masferrer Pellizzari,masferre,,Unión Demócrata Independiente,UDI,34,National Congress,2,,
176,Juan Pablo Letelier Morel,jpleteli,,Partido Socialista,PS,33,National Congress,2,,
435,Luis Valentín Ferrada Valenzuela,,,Renovación Nacional,RN,,National Congress,2,,
411,Mariana Aylwin Oyarzún,,,Partido Demócrata Cristiano,DC,,National Congress,2,,
92,Marina Prochelle Aguilar,,,Renovación Nacional,RN,55,National Congress,2,,
1,Mario Acuña Cisternas,,,Partido Demócrata Cristiano,DC,52,National Congress,2,,
445,Mario Hamuy Berr,,,Partido Demócrata Cristiano,DC,19,National Congress,2,,
519,Martita Wörner Tapia,,,Partido Por la Democracia,PPD,,National Congress,2,,
822,María Angélica Cristi Marfil,macristi,,Renovación Nacional,RN,24,National Congress,2,,
892,María Antonieta Saa Díaz,masaa,,Partido Por la Democracia,PPD,,National Congress,2,,
834,Maximiano Errázuriz Eguiguren,merrazu,,Renovación Nacional,RN,,National Congress,2,,
